"ID","Data.Source","Sequence.Length","Sequence.Quality","Collection.Date","Country","Location","GenBank","GISAID","Genome.Warehouse","NMDC","CNGBdb"
"EPI_ISL_414439","GISAID",29786,"High","2020/3/2","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_413864","GISAID",29903,"High","2020/2/9","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413861","GISAID",29903,"High","2020/2/1","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413860","GISAID",29903,"High","2020/1/30","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413858","GISAID",29903,"High","2020/1/30","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413857","GISAID",29903,"High","2020/1/31","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413854","GISAID",29903,"High","2020/1/30","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413853","GISAID",29903,"High","2020/1/30","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_413931","GISAID",29903,"High","2020/3/5","United States","United States / California / San Francisco",0,1,0,0,0
"EPI_ISL_413928","GISAID",29903,"High","2020/3/5","United States","United States / California / San Francisco",0,1,0,0,0
"EPI_ISL_413925","GISAID",29903,"High","2020/3/5","United States","United States / California / San Francisco",0,1,0,0,0
"EPI_ISL_413997","GISAID",29890,"High","2020/2/26","Switzerland","Switzerland / Geneva",0,1,0,0,0
"EPI_ISL_413999","GISAID",29887,"High","2020/2/27","Switzerland","Switzerland / Argovie",0,1,0,0,0
"EPI_ISL_414023","GISAID",29891,"High","2020/3/1","Switzerland","Switzerland / Vaud",0,1,0,0,0
"EPI_ISL_414022","GISAID",29870,"High","2020/2/27","Switzerland","Switzerland / Geneva",0,1,0,0,0
"EPI_ISL_414021","GISAID",29890,"High","2020/2/27","Switzerland","Switzerland / Basel",0,1,0,0,0
"EPI_ISL_414020","GISAID",29865,"High","2020/2/27","Switzerland","Switzerland / Geneva",0,1,0,0,0
"EPI_ISL_414019","GISAID",29871,"High","2020/2/27","Switzerland","Switzerland / Geneva",0,1,0,0,0
"EPI_ISL_414005","GISAID",29903,"High","2020/2/25","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414006","GISAID",29903,"High","2020/2/28","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414007","GISAID",29903,"High","2020/2/28","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414008","GISAID",29903,"High","2020/2/27","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414009","GISAID",29903,"High","2020/2/25","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414011","GISAID",29903,"High","2020/2/26","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414012","GISAID",29903,"High","2020/2/27","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_413996","GISAID",29872,"High","2020/2/24","Switzerland","Switzerland / Tessin",0,1,0,0,0
"EPI_ISL_414027","GISAID",29903,"High","2020/3/4","United Kingdom","United Kingdom / Scotland",0,1,0,0,0
"EPI_ISL_413863","GISAID",29903,"High","2020/2/1","China","China / Guangdong",0,1,0,0,0
"MT123292","GenBank",29981,"High","2020/1/27","China","China / Guangdong / Guangzhou",1,0,0,0,0
"MT123293","GenBank",29929,"High","2020/1/29","China","China / Guangdong / Guangzhou",1,0,0,0,0
"MT066156","GenBank",29867,"High","2020/1/30","Italy","Italy",1,0,0,0,0
"EPI_ISL_413648","GISAID",29903,"High","2020/3/1","Portugal","Portugal",0,1,0,0,0
"EPI_ISL_413647","GISAID",29903,"High","2020/3/1","Portugal","Portugal",0,1,0,0,0
"EPI_ISL_413692","GISAID",29860,"High","Jan-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413691","GISAID",29856,"High","Jan-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413693","GISAID",29850,"High","Jan-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413694","GISAID",29867,"High","Jan-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413746","GISAID",29852,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413748","GISAID",29851,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413750","GISAID",29882,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413729","GISAID",29879,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413749","GISAID",29862,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413711","GISAID",29861,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413791","GISAID",29859,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413761","GISAID",29852,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413809","GISAID",29856,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413697","GISAID",29852,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413751","GISAID",29850,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413753","GISAID",29873,"High","Feb-20","China","China / Shandong / Weifang",0,1,0,0,0
"EPI_ISL_413650","GISAID",29903,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_413651","GISAID",29903,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_413653","GISAID",29903,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_413595","GISAID",29409,"High","2020/2/28","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413600","GISAID",29409,"High","2020/3/3","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413604","GISAID",29807,"High","2020/3/3","Finland","Finland / Helsinki",0,1,0,0,0
"EPI_ISL_413603","GISAID",29835,"High","2020/3/3","Finland","Finland / Helsinki",0,1,0,0,0
"EPI_ISL_413602","GISAID",29808,"High","2020/3/3","Finland","Finland / Helsinki",0,1,0,0,0
"EPI_ISL_413559","GISAID",29903,"High","2020/2/27","United States","United States / California / Solano County",0,1,0,0,0
"EPI_ISL_413560","GISAID",29903,"High","2020/2/28","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_413513","GISAID",29858,"High","2020/2/27","South Korea","South Korea",0,1,0,0,0
"EPI_ISL_413514","GISAID",29858,"High","2020/2/27","South Korea","South Korea",0,1,0,0,0
"EPI_ISL_413515","GISAID",29858,"High","2020/2/27","South Korea","South Korea",0,1,0,0,0
"EPI_ISL_413516","GISAID",29858,"High","2020/2/27","South Korea","South Korea",0,1,0,0,0
"EPI_ISL_413572","GISAID",29786,"High","2020/3/1","Netherlands","Netherlands / Haarlem",0,1,0,0,0
"EPI_ISL_413566","GISAID",29786,"High","2020/3/2","Netherlands","Netherlands / Blaricum",0,1,0,0,0
"EPI_ISL_413573","GISAID",29783,"High","2020/3/2","Netherlands","Netherlands / Hardinxveld Giessendam",0,1,0,0,0
"EPI_ISL_413577","GISAID",29783,"High","2020/3/2","Netherlands","Netherlands / Naarden",0,1,0,0,0
"EPI_ISL_413590","GISAID",29783,"High","2020/3/2","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_413591","GISAID",29786,"High","2020/3/2","Netherlands","Netherlands / Zeewolde",0,1,0,0,0
"EPI_ISL_413589","GISAID",29786,"High","2020/3/1","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_413579","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Nootdorp",0,1,0,0,0
"EPI_ISL_413580","GISAID",29783,"High","2020/3/2","Netherlands","Netherlands / Oisterwijk",0,1,0,0,0
"EPI_ISL_413587","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Tilburg",0,1,0,0,0
"EPI_ISL_413582","GISAID",29783,"High","2020/3/1","Netherlands","Netherlands / Rotterdam",0,1,0,0,0
"EPI_ISL_413583","GISAID",29783,"High","2020/3/2","Netherlands","Netherlands / Rotterdam",0,1,0,0,0
"EPI_ISL_413584","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Rotterdam",0,1,0,0,0
"EPI_ISL_413563","GISAID",29897,"High","2020/3/3","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_413557","GISAID",29903,"High","2020","United States","United States / California / Sonoma County",0,1,0,0,0
"EPI_ISL_413592","GISAID",29870,"High","2020/2/29","Taiwan","China / Taiwan / Taipei",0,1,0,0,0
"EPI_ISL_413593","GISAID",29786,"High","2020/2/29","Luxembourg","Luxemburg",0,1,0,0,0
"EPI_ISL_413594","GISAID",29409,"High","2020/2/28","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413596","GISAID",29409,"High","2020/2/28","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413597","GISAID",29409,"High","2020/3/2","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413598","GISAID",29409,"High","2020/3/4","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413599","GISAID",29409,"High","2020/3/4","Australia","Australia / NSW / Sydney",0,1,0,0,0
"EPI_ISL_413555","GISAID",29782,"High","2020/2/27","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_413558","GISAID",29903,"High","2020/2/27","United States","United States / California / Solano County",0,1,0,0,0
"EPI_ISL_413456","GISAID",29903,"High","2020/2/20","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_413459","GISAID",29635,"High","2020/2/20","Japan","Japan / Tokyo",0,1,0,0,0
"EPI_ISL_413485","GISAID",29860,"High","2020/1/24","China","China / Anhui / Suzhou",0,1,0,0,0
"EPI_ISL_413488","GISAID",29903,"High","2020/2/28","Germany","Germany / North Rhine Westphalia / Heinsberg District",0,1,0,0,0
"EPI_ISL_413490","GISAID",29903,"High","2020/2/27","New Zealand","New Zealand / Auckland",0,1,0,0,0
"EPI_ISL_413489","GISAID",29887,"High","2020/3/3","Italy","Italy / Lombardy / Milan",0,1,0,0,0
"EPI_ISL_413213","GISAID",29782,"High","2020/2/29","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_413214","GISAID",29782,"High","2020/2/29","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_413017","GISAID",29903,"High","2020/2/6","South Korea","South Korea",0,1,0,0,0
"EPI_ISL_413018","GISAID",29858,"High","2020/2/6","South Korea","South Korea",0,1,0,0,0
"EPI_ISL_413019","GISAID",29879,"High","2020/2/26","Switzerland","Switzerland / Zurich",0,1,0,0,0
"EPI_ISL_413020","GISAID",29864,"High","2020/2/27","Switzerland","Switzerland / Zurich",0,1,0,0,0
"EPI_ISL_413021","GISAID",29875,"High","2020/2/29","Switzerland","Switzerland / Zurich",0,1,0,0,0
"EPI_ISL_413022","GISAID",29845,"High","2020/2/29","Switzerland","Switzerland / Zurich",0,1,0,0,0
"EPI_ISL_413023","GISAID",29788,"High","2020/2/29","Switzerland","Switzerland / Zurich",0,1,0,0,0
"EPI_ISL_413024","GISAID",29871,"High","2020/2/29","Switzerland","Switzerland / Zurich",0,1,0,0,0
"EPI_ISL_413015","GISAID",29879,"High","2020/1/23","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_413014","GISAID",29851,"High","2020/1/25","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_413016","GISAID",29903,"High","2020/2/28","Brazil","Brazil / Sao Paulo/ Sao Paulo",0,1,0,0,0
"MT126808","GenBank",29876,"High","2020/2/28","Brazil","Brazil",1,0,0,0,0
"EPI_ISL_412978","GISAID",29846,"High","2020/1/17","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412979","GISAID",29848,"High","2020/1/18","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412980","GISAID",29845,"High","2020/1/18","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412981","GISAID",29843,"High","2020/1/18","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412982","GISAID",29838,"High","2020/2/7","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412983","GISAID",29697,"High","2020/2/8","China","China / Hubei / Tianmen",0,1,0,0,0
"EPI_ISL_412973","GISAID",29903,"High","2020/2/20","Italy","Italy / Lombardy",0,1,0,0,0
"EPI_ISL_412972","GISAID",29865,"High","2020/2/27","Mexico","Mexico / Mexico City",0,1,0,0,0
"EPI_ISL_412974","GISAID",29903,"High","2020/1/29","Italy","Italy / Rome",0,1,0,0,0
"EPI_ISL_412975","GISAID",29782,"High","2020/2/28","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_412873","GISAID",29789,"High","2020/2/6","South Korea","South Korea / Chungcheongnam-do",0,1,0,0,0
"EPI_ISL_412872","GISAID",29789,"High","2020/2/1","South Korea","South Korea / Gyeonggi-do",0,1,0,0,0
"EPI_ISL_412871","GISAID",29789,"High","2020/1/31","South Korea","South Korea / Seoul",0,1,0,0,0
"EPI_ISL_412870","GISAID",29789,"High","2020/1/30","South Korea","South Korea/ Seoul",0,1,0,0,0
"EPI_ISL_412869","GISAID",29789,"High","2020/1/30","South Korea","South Korea /Seoul",0,1,0,0,0
"EPI_ISL_412898","GISAID",29848,"High","2019/12/30","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412899","GISAID",29848,"High","2019/12/30","China","China / Hubei / Wuhan",0,1,0,0,0
"EPI_ISL_412912","GISAID",29756,"High","2020/2/25","Germany","Germany / Baden-Wuerttemberg",0,1,0,0,0
"EPI_ISL_412459","GISAID",29848,"High","2020/1/8","China","China / Hubei / Jingzhou",0,1,0,0,0
"EPI_ISL_412028","GISAID",29851,"High","2020/1/22","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_412029","GISAID",29793,"High","2020/1/30","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_412030","GISAID",29843,"High","2020/2/1","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_412116","GISAID",29903,"High","2020/2/9","United Kingdom","United Kingdom",0,1,0,0,0
"EPI_ISL_412026","GISAID",29870,"High","2020/2/23","China","China / Anhui / Hefei",0,1,0,0,0
"EPI_ISL_411950","GISAID",29891,"High","2020/1/23","China","China / Jiangsu",0,1,0,0,0
"EPI_ISL_411952","GISAID",29891,"High","2020/1/24","China","China / Jiangsu",0,1,0,0,0
"EPI_ISL_411953","GISAID",29891,"High","2020/1/24","China","China / Jiangsu",0,1,0,0,0
"EPI_ISL_411902","GISAID",29873,"High","2020/1/27","Cambodia","Cambodia / Sihanoukville",0,1,0,0,0
"EPI_ISL_411926","GISAID",29891,"High","2020/1/24","Taiwan","China / Taiwan / Taipei",0,1,0,0,0
"EPI_ISL_411927","GISAID",29890,"High","2020/1/28","Taiwan","China / Taiwan / Taipei",0,1,0,0,0
"EPI_ISL_411218","GISAID",29873,"High","2020/2/2","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_411219","GISAID",29872,"High","2020/1/28","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_411220","GISAID",29878,"High","2020/1/28","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_411060","GISAID",29871,"High","2020/1/21","China","China / Fujian",0,1,0,0,0
"EPI_ISL_411066","GISAID",29891,"High","2020/1/22","China","China / Fujian",0,1,0,0,0
"EPI_ISL_410713","GISAID",29891,"High","2020/1/27","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410714","GISAID",29758,"High","2020/2/3","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410715","GISAID",29891,"High","2020/2/4","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410716","GISAID",29889,"High","2020/2/4","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410717","GISAID",29865,"High","2020/2/5","Australia","Australia / Queensland / Gold Coast",0,1,0,0,0
"EPI_ISL_410718","GISAID",29865,"High","2020/2/5","Australia","Australia / Queensland / Gold Coast",0,1,0,0,0
"EPI_ISL_410719","GISAID",29845,"High","2020/2/2","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410720","GISAID",29874,"High","2020/1/23","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_410984","GISAID",29903,"High","2020/1/29","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_410537","GISAID",29829,"High","2020/2/9","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410545","GISAID",29867,"High","2020/1/29","Italy","Italy / Rome",0,1,0,0,0
"EPI_ISL_410546","GISAID",29785,"High","2020/1/31","Italy","Italy / Rome",0,1,0,0,0
"EPI_ISL_410531","GISAID",29878,"High","2020/1/25","Japan","Japan / Nara",0,1,0,0,0
"EPI_ISL_410532","GISAID",29878,"High","2020/1/23","Japan","Japan / Osaka",0,1,0,0,0
"EPI_ISL_410535","GISAID",29409,"High","2020/2/3","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_410536","GISAID",29843,"High","2020/2/6","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_408485","GISAID",29890,"High","2020/1/18","China","China / Beijing",0,1,0,0,0
"MT049951","GenBank",29903,"High","2020/1/17","China","China / Yunnan",1,0,0,0,0
"EPI_ISL_408976","GISAID",29741,"High","2020/1/22","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_408977","GISAID",29782,"High","2020/1/25","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_408482","GISAID",29891,"High","2020/1/19","China","China / Shandong / Qingdao",0,1,0,0,0
"EPI_ISL_408478","GISAID",29893,"High","2020/1/22","China","China / Chongqing / Yongchuan",0,1,0,0,0
"EPI_ISL_408484","GISAID",29891,"High","2020/1/16","China","China / Sichuan / Chengdu",0,1,0,0,0
"EPI_ISL_408480","GISAID",29891,"High","2020/1/18","China","China / Yunnan / Kunming",0,1,0,0,0
"EPI_ISL_408431","GISAID",29851,"High","2020/1/30","France","France / Ile De France / Paris",0,1,0,0,0
"EPI_ISL_408486","GISAID",29891,"High","2020/1/12","China","China / Jiangxi / Pingxiang",0,1,0,0,0
"EPI_ISL_408479","GISAID",29893,"High","2020/1/24","China","China / Chongqing / Zhongxian",0,1,0,0,0
"EPI_ISL_408488","GISAID",29890,"High","2020/1/20","China","China / Jiangsu / Huaian",0,1,0,0,0
"EPI_ISL_408430","GISAID",29863,"High","2020/1/30","France","France / Ile De France / Paris",0,1,0,0,0
"EPI_ISL_408481","GISAID",29891,"High","2020/1/19","China","China / Chongqing",0,1,0,0,0
"EPI_ISL_407894","GISAID",29842,"High","2020/1/28","Australia","Australia / Queensland / Gold Coast",0,1,0,0,0
"EPI_ISL_407896","GISAID",29864,"High","2020/1/30","Australia","Australia / Queensland / Gold Coast",0,1,0,0,0
"EPI_ISL_407893","GISAID",29782,"High","2020/1/24","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_407976","GISAID",29882,"High","2020/2/3","Belgium","Belgium / Leuven",0,1,0,0,0
"EPI_ISL_407988","GISAID",29843,"High","2020/2/1","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_407987","GISAID",29844,"High","2020/1/25","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_407313","GISAID",29836,"High","2020/1/19","China","China / Zhejiang / Hangzhou",0,1,0,0,0
"EPI_ISL_407193","GISAID",29818,"High","2020/1/25","South Korea","South Korea / Gyeonggi-do",0,1,0,0,0
"EPI_ISL_406973","GISAID",29845,"High","2020/1/23","Singapore","Singapore",0,1,0,0,0
"EPI_ISL_407073","GISAID",29843,"High","2020/1/29","United Kingdom","United Kingdom",0,1,0,0,0
"EPI_ISL_407071","GISAID",29843,"High","2020/1/29","United Kingdom","United Kingdom",0,1,0,0,0
"NMDC60013002-06","NMDC",29891,"High","2019/12/30","China","China / Hubei / Wuhan",0,0,0,1,0
"NMDC60013002-07","NMDC",29890,"High","2020/1/7","China","China / Hubei / Wuhan",0,0,0,1,0
"NMDC60013002-08","NMDC",29891,"High","2019/12/30","China","China / Hubei / Wuhan",0,0,0,1,0
"NMDC60013002-09","NMDC",29896,"High","2020/1/1","China","China / Hubei / Wuhan",0,0,0,1,0
"NMDC60013002-10","NMDC",29891,"High","2019/12/30","China","China / Hubei / Wuhan",0,0,0,1,0
"EPI_ISL_406862","GISAID",29782,"High","2020/1/28","Germany","Germany / Bavaria / Munich",0,1,0,0,0
"EPI_ISL_406531","GISAID",29808,"High","2020/1/22","China","China / Guangdong Province",0,1,0,0,0
"EPI_ISL_406533","GISAID",29839,"High","2020/1/22","China","China / Guangdong Province / Guangzhou City",0,1,0,0,0
"EPI_ISL_406534","GISAID",29839,"High","2020/1/22","China","China / Guangdong Province",0,1,0,0,0
"EPI_ISL_406535","GISAID",29839,"High","2020/1/22","China","China / Guangdong Province",0,1,0,0,0
"EPI_ISL_406536","GISAID",29803,"High","2020/1/22","China","China / Guangdong Province",0,1,0,0,0
"EPI_ISL_406538","GISAID",29839,"High","2020/1/23","China","China / Guangdong Province",0,1,0,0,0
"EPI_ISL_406592","GISAID",29891,"High","2020/1/13","China","China/ Guangdong Province / Shenzhen City",0,1,0,0,0
"EPI_ISL_406594","GISAID",29898,"High","2020/1/16","China","China/ Guangdong Province / Shenzhen City",0,1,0,0,0
"EPI_ISL_406595","GISAID",29899,"High","2020/1/16","China","China/ Guangdong Province / Shenzhen City",0,1,0,0,0
"EPI_ISL_406593","GISAID",29891,"High","2020/1/13","China","China/ Guangdong Province / Shenzhen City",0,1,0,0,0
"EPI_ISL_406597","GISAID",29809,"High","2020/1/23","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_406596","GISAID",29853,"High","2020/1/23","France","France / Ile-de-France / Paris",0,1,0,0,0
"EPI_ISL_406031","GISAID",29880,"High","2020/1/23","Taiwan","China / Taiwan / Kaohsiung",0,1,0,0,0
"EPI_ISL_403937","GISAID",29845,"High","2020/1/18","China","China / Guangdong Province / Zhuhai City",0,1,0,0,0
"EPI_ISL_403936","GISAID",29845,"High","2020/1/17","China","China / Guangdong Province / Zhuhai City",0,1,0,0,0
"EPI_ISL_403935","GISAID",29845,"High","2020/1/15","China","China / Guangdong Province / Shenzhen City",0,1,0,0,0
